[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['Philapedia', 3.52896956283888], ['Seattle', 4.98666862672694], ['New York City', 0.9511711897920052], ['Philapedia', 4.569049725590922], ['Philapedia', 4.094371798296281], ['Seattle', 5.210865809325972], ['New York City', 0.6434371161166099], ['Philapedia', 3.6608095007261188], ['New York City', 1.248322492426314], ['Seattle', 4.954762848103705]]
[['Seattle', 4.717008589241675], ['Seattle', 5.150992953702412], ['Seattle', 5.1619270302851], ['Seattle', 5.285983347741272], ['Boston', 1.7072572363969358], ['Seattle', 4.217636692712471], ['Boston', 1.998145014228992], ['Washington D.C.', 2.5837903993338958], ['Seattle', 5.145227097791932], ['Washington D.C.', 2.8917749347450337]]
[['Philapedia', 4.233063890991078], ['Boston', 2.187560982619625], ['Philapedia', 3.7685781015038398], ['Boston', 1.695404100347558], ['Washington D.C.', 3.3691972376238013], ['Seattle', 4.831418405212574], ['Boston', 1.5663850675420865], ['Seattle', 5.502453473143935], ['Philapedia', 4.291806787041564], ['Boston', 2.1266847822754857]]
[['Washington D.C.', 2.901011072790716], ['Boston', 1.9141767575282675], ['Boston', 1.558118307514504], ['Washington D.C.', 3.4146791303584743], ['Philapedia', 4.046690975269406], ['Boston', 1.9851318478232642], ['Seattle', 5.03486004026576], ['Boston', 1.9279723995604618], ['Philapedia', 4.093997676207251], ['Philapedia', 3.9955614631913825]]
[['Boston', 1.8082788863072985], ['Philapedia', 4.2385126831481585], ['Boston', 1.6440056191169132], ['Boston', 1.547840002036322], ['Boston', 2.1076880591489613], ['Boston', 2.00569660543428], ['Philapedia', 4.1490828784234735], ['Boston', 2.1872773680832234], ['Boston', 1.9842155621165067], ['Philapedia', 4.251489859257011]]
[['Boston', 1.7298565462344562], ['Seattle', 4.975403704089556], ['Seattle', 5.190792525997548], ['New York City', 1.259741956602036], ['New York City', 0.6774761149717502], ['New York City', 0.7131179927854508], ['Philapedia', 3.8505641617534985], ['Seattle', 5.169523630949925], ['New York City', 0.8844120976041715], ['Boston', 2.049670130302944]]
[['Seattle', 4.889083363362916], ['Philapedia', 3.509084830435726], ['New York City', 0.7875551570805157], ['Boston', 1.9346661846590774], ['New York City', 1.027112067523117], ['New York City', 0.7257034384518908], ['Philapedia', 4.806399857160714], ['Philapedia', 4.278063814379778], ['New York City', 0.5892858298964634], ['Seattle', 4.778033591577951]]
[['Boston', 2.2738240210055953], ['Boston', 2.130242823094623], ['Boston', 2.0010327196736877], ['Boston', 2.1472223999837614], ['Boston', 2.262157768853638], ['Washington D.C.', 3.3047435974456376], ['Seattle', 5.295648655117003], ['Philapedia', 4.229815058236332], ['Boston', 2.1696275648994625], ['Philapedia', 4.180955658079645]]
[['Seattle', 5.264126639128477], ['Boston', 1.8237306527568897], ['Boston', 2.2293267239449968], ['Boston', 2.2601335377642804], ['Philapedia', 3.6271546133010353], ['Boston', 2.037806232716257], ['Boston', 1.8465435859678356], ['Seattle', 5.213713931226809], ['Boston', 2.23920641538504], ['Seattle', 5.4443836416009415]]
[['Philapedia', 4.0779293913543], ['Philapedia', 3.9728103384931646], ['New York City', 0.5813389891473422], ['New York City', 1.121370704673632], ['Philapedia', 3.4324554255751605], ['New York City', 1.2212850134508297], ['New York City', 1.0262049983455808], ['Washington D.C.', 2.891314961125486], ['Washington D.C.', 2.908658812543073], ['New York City', 1.4104475242746903]]
[['New York City', 0.5420226735616058], ['Philapedia', 4.446024264014859], ['Philapedia', 4.291996985460288], ['New York City', 1.187565182610519], ['New York City', 0.8526247270893317], ['Philapedia', 5.004422952841353], ['Philapedia', 4.7738793685813405], ['Philapedia', 3.976965760753626], ['Philapedia', 4.101658885329154], ['Philapedia', 4.256093360011023]]
[['Philapedia', 4.095210669398894], ['Seattle', 5.0692489772057385], ['Washington D.C.', 2.970897385646828], ['Philapedia', 3.8599341541858165], ['Boston', 1.3672501356710012], ['Boston', 1.6501299343640825], ['Boston', 2.610631371120665], ['Philapedia', 3.8634860336818875], ['Seattle', 4.973087557903606], ['Boston', 2.4026700804829035]]
[['Boston', 2.0263185405284365], ['Seattle', 5.150906280182633], ['Washington D.C.', 3.043470388150148], ['Boston', 1.7686825707757086], ['Boston', 1.6069590060511194], ['Washington D.C.', 3.008512971177222], ['Seattle', 4.980082617778025], ['Boston', 2.3936132507116774], ['New York City', 0.9783721514760397], ['Seattle', 5.374454992582367]]
[['Boston', 1.436060219711349], ['Seattle', 4.990482585902858], ['Boston', 2.755801864165223], ['Philapedia', 3.795001214988023], ['Washington D.C.', 2.7663131791659015], ['Boston', 1.73682972087857], ['Boston', 1.7466821624051234], ['Boston', 2.1077658544803755], ['Boston', 1.62407084362992], ['Washington D.C.', 2.4018102942877566]]
[['Seattle', 4.862652179291479], ['Boston', 1.76364319243267], ['Washington D.C.', 3.1175878343666072], ['Seattle', 4.8622296804252105], ['Seattle', 4.518073163552753], ['Seattle', 5.11528734179942], ['Boston', 1.660495391314068], ['Boston', 2.277660230192224], ['Washington D.C.', 2.700849871514695], ['New York City', 0.8908672801439935]]
[['New York City', 0.9391359575640257], ['New York City', 1.0195169676312559], ['Philapedia', 4.049869550053412], ['Philapedia', 3.838498015990958], ['New York City', 0.6481978522521056], ['Philapedia', 3.8346472911784883], ['New York City', 0.2865541221156189], ['New York City', 1.1066921548553017], ['Boston', 2.006031009904068], ['Seattle', 4.986692746161811]]
[['New York City', 1.2390983329337375], ['Washington D.C.', 3.4891082974236167], ['New York City', 0.9664822601408087], ['Seattle', 5.232842363155707], ['New York City', 0.5869023679857424], ['New York City', 1.4544401993148364], ['Washington D.C.', 2.860750451758493], ['Philapedia', 3.879304107582594], ['Washington D.C.', 3.05859272427574], ['Philapedia', 3.6440228227857725]]
[['Seattle', 5.378575558904864], ['Boston', 1.645494712738824], ['Boston', 1.8145000104915907], ['Boston', 1.7226157600148089], ['Seattle', 5.794280027651442], ['Boston', 1.9726732047945446], ['Philapedia', 3.7230140153489595], ['Boston', 1.9377347500455073], ['Washington D.C.', 3.481663638354889], ['Seattle', 5.2899288374429085]]
[['Seattle', 4.813498349609052], ['Washington D.C.', 3.1020247287572924], ['Washington D.C.', 2.9870998020038257], ['Washington D.C.', 3.287539769003075], ['New York City', 0.9606247412928799], ['Philapedia', 3.9755807371809846], ['Seattle', 4.809167646958824], ['Washington D.C.', 2.7864019604625287], ['Washington D.C.', 2.4837175602076327], ['Philapedia', 3.6980046101721826]]
[['Boston', 1.8187752351065307], ['Boston', 1.9064990678888958], ['Boston', 1.958066959649476], ['Boston', 2.4237206537623006], ['Boston', 2.3206269035709455], ['Philapedia', 4.090525240456102], ['Boston', 1.5907701160648027], ['Boston', 2.339161800385787], ['Seattle', 5.187550321710295], ['Boston', 2.36337343973662]]
[['Seattle', 5.399981097095833], ['Washington D.C.', 3.3713439537444883], ['Boston', 1.769054092391774], ['Washington D.C.', 3.18743386269135], ['Seattle', 4.728834434118331], ['Seattle', 4.749851900963697], ['Seattle', 5.219335752636773], ['Seattle', 5.707967680236459], ['Boston', 1.8847313954615146], ['Boston', 1.4866938409928268]]
[['Boston', 2.5292283774749658], ['Seattle', 4.860117697775639], ['Philapedia', 4.0922398680895276], ['Philapedia', 3.5243381838493844], ['Seattle', 5.25337688991753], ['Philapedia', 4.115825618120393], ['Seattle', 5.285258759979501], ['Philapedia', 3.222935249047098], ['Philapedia', 4.352218081699198], ['Boston', 2.1674791309437254]]
[['Washington D.C.', 3.5298572281428777], ['Washington D.C.', 3.0036529521477795], ['Washington D.C.', 3.1336443482884375], ['Washington D.C.', 2.9499710400616443], ['Washington D.C.', 3.0261290596150676], ['Philapedia', 3.697719870307855], ['Philapedia', 3.850889368900054], ['New York City', 0.8847080524059282], ['Washington D.C.', 2.9458893720897494], ['Washington D.C.', 2.34307620522235]]
[['Philapedia', 4.830446729498889], ['Boston', 1.63602252801185], ['Boston', 2.1527019877032583], ['Boston', 1.971809346208718], ['Philapedia', 4.437007341410005], ['Seattle', 4.795842220249793], ['Philapedia', 3.826587407665917], ['Boston', 1.9222626404584688], ['Boston', 2.0166464612888673], ['Philapedia', 4.459059535913473]]
[['Seattle', 5.529370269388791], ['Washington D.C.', 2.9545026662146237], ['Boston', 1.5267832588519406], ['Boston', 2.176959312652584], ['Seattle', 5.477386519783625], ['Seattle', 5.2751836895915], ['Seattle', 5.295844850816736], ['Washington D.C.', 2.5409927852453364], ['Seattle', 4.931544397839887], ['Washington D.C.', 3.001879870319145]]
[['Washington D.C.', 3.079565009688469], ['Seattle', 4.960573717998498], ['Washington D.C.', 3.2585627035249694], ['Washington D.C.', 3.3442681407165957], ['Washington D.C.', 3.0904061449645504], ['Washington D.C.', 2.932089417274495], ['Seattle', 4.846749838698974], ['Seattle', 5.0470552164235825], ['Seattle', 5.263303897280131], ['Washington D.C.', 2.836935970954496]]
[['Boston', 1.8845964646012685], ['Seattle', 5.282734911510347], ['Philapedia', 3.810127831823437], ['Washington D.C.', 3.134290224487944], ['Boston', 2.3932303176880283], ['Boston', 2.0091566844153728], ['Boston', 2.070792510109677], ['Boston', 2.1211459042934053], ['Boston', 1.7529449847491356], ['Washington D.C.', 2.9534253518904436]]
[['Seattle', 4.878612560294427], ['Boston', 2.23233132316378], ['Boston', 1.835456880373416], ['Boston', 1.797204640268414], ['Philapedia', 4.381521844545171], ['Boston', 2.2444879544111638], ['Philapedia', 4.122422460432639], ['Boston', 2.2128068125060456], ['Washington D.C.', 2.5502280376502773], ['Boston', 2.029306814781785]]
[['Boston', 1.8241443512899744], ['Seattle', 4.815273507560679], ['Washington D.C.', 2.9923605553261905], ['Boston', 1.8743694081856395], ['Philapedia', 4.278967165160553], ['Washington D.C.', 3.338004615487916], ['Seattle', 4.863555063311415], ['Boston', 1.4515582866171917], ['Philapedia', 4.6032576909829634], ['Seattle', 4.858225703849371]]
[['Boston', 1.740596616824301], ['Boston', 1.874867549480215], ['Philapedia', 4.417574775017938], ['Boston', 1.6595363577312325], ['Washington D.C.', 3.119507211782287], ['Boston', 1.7014549686752218], ['Boston', 2.0449577349703016], ['Seattle', 5.784250479762505], ['Boston', 1.926132472491751], ['Boston', 2.506060231679012]]
[['Philapedia', 4.281981878110884], ['Seattle', 5.182576352789827], ['Philapedia', 3.988766441278444], ['Washington D.C.', 2.9871840580872755], ['Washington D.C.', 2.9833845302840794], ['Seattle', 4.845522684566273], ['Washington D.C.', 3.4313977098857262], ['Washington D.C.', 3.3409721416529794], ['Washington D.C.', 3.273759186523328], ['Washington D.C.', 2.51752435799418]]
[['Boston', 2.1691802997858654], ['Seattle', 4.859151921173813], ['Washington D.C.', 3.043981608963779], ['Washington D.C.', 2.5199392473584235], ['Washington D.C.', 2.838323859330026], ['Philapedia', 3.882829583577311], ['Philapedia', 4.0544968260282355], ['Boston', 1.7378275208280358], ['Philapedia', 4.316774518798053], ['Boston', 1.6858006693454655]]
[['Seattle', 5.077918070641788], ['Seattle', 5.533812579099956], ['Seattle', 4.9064503369356], ['Seattle', 5.149372913272602], ['Seattle', 5.444440201721611], ['Washington D.C.', 3.374864619476395], ['New York City', 1.0210292154083243], ['Seattle', 4.82897673451534], ['Seattle', 5.2520206131223235], ['Seattle', 4.43681092752071]]
[['Philapedia', 3.4806723291872093], ['New York City', 1.441966373426296], ['Philapedia', 4.54646422494507], ['Boston', 2.068836518007948], ['Philapedia', 3.5978487815481417], ['Philapedia', 3.713940489999294], ['New York City', 1.1530946469188215], ['Philapedia', 3.9143779387468984], ['Philapedia', 4.111619193721377], ['Seattle', 4.729905753175691]]
[['Boston', 2.1676384704853024], ['Boston', 2.5138331909878104], ['Seattle', 4.5397627137245795], ['Boston', 1.5443391043152266], ['Seattle', 4.9825753809574245], ['Philapedia', 3.9376105643256536], ['Philapedia', 3.9211920886675498], ['Philapedia', 3.790722906832713], ['Boston', 2.2890133126954315], ['Philapedia', 3.631528175747057]]
[['Philapedia', 3.8495645556337097], ['Seattle', 4.568532556054705], ['Boston', 1.3532696672439248], ['New York City', 1.4972328231807692], ['Philapedia', 3.516471189534761], ['Philapedia', 3.9557584431887607], ['Philapedia', 4.04813419051615], ['Philapedia', 4.026893171036088], ['Philapedia', 4.176701742631064], ['New York City', 1.22722871078529]]
[['Philapedia', 3.963164260414377], ['Philapedia', 4.075801002883384], ['New York City', 1.1466664776576168], ['Boston', 2.280109418193781], ['Philapedia', 3.237454525045195], ['Philapedia', 4.402406537806194], ['Philapedia', 3.9744416937314058], ['Boston', 2.374761101195158], ['New York City', 1.1016116424434883], ['Philapedia', 3.7931578249946685]]
[['Boston', 1.7247707799603669], ['Seattle', 4.875940514892086], ['Seattle', 4.862044697871818], ['Seattle', 5.012430824245378], ['Seattle', 4.943700701192397], ['Boston', 1.8857152589749688], ['New York City', 1.440550455034801], ['Seattle', 4.583117712369083], ['Seattle', 4.849043347755034], ['Washington D.C.', 3.360604576357437]]
[['Seattle', 5.156485044217201], ['Seattle', 5.066669940736372], ['Boston', 1.9883729205847671], ['Philapedia', 4.213101385627015], ['Washington D.C.', 3.218524167357735], ['Seattle', 4.857787794972675], ['Boston', 2.4440191560141997], ['Boston', 1.8992225378866292], ['Philapedia', 4.1311944123830315], ['Boston', 1.379491520964684]]
[['Boston', 2.01231626934582], ['New York City', 1.573621511089159], ['Boston', 2.4408450921254388], ['Boston', 1.5086384468873595], ['Washington D.C.', 2.6298086884118335], ['Washington D.C.', 3.0297192608046113], ['New York City', 1.273674730860364], ['New York City', 1.1816968060873063], ['New York City', 1.213247110946482], ['New York City', 1.0827736166836697]]
[['Washington D.C.', 2.5501973289765347], ['Seattle', 5.566094770195032], ['Washington D.C.', 3.243891343591345], ['Seattle', 5.694104863394671], ['Philapedia', 3.537657999137643], ['Seattle', 5.059069258275272], ['Philapedia', 3.9796687557634356], ['New York City', 1.2663488658644808], ['Seattle', 4.2869988232775285], ['Washington D.C.', 2.6223840347066654]]
[['Philapedia', 3.5720425413870673], ['Seattle', 5.225504938199261], ['Philapedia', 3.9908880210207323], ['Boston', 1.2008073839393987], ['Philapedia', 4.201746769463872], ['New York City', 1.2114460903519633], ['Philapedia', 3.553152963337171], ['Seattle', 4.614611673056533], ['New York City', 1.1538584152508138], ['New York City', 1.07539796578241]]
[['Boston', 2.3826481637237453], ['Boston', 2.294458156067546], ['Washington D.C.', 3.545357728801877], ['Philapedia', 4.063865105650073], ['Philapedia', 3.913244745606938], ['Seattle', 4.688223466501753], ['Boston', 2.0289883098308907], ['Boston', 1.8261737766387829], ['Boston', 2.1187173109288246], ['Boston', 1.6281767986651698]]
[['Philapedia', 3.7520535183311132], ['Philapedia', 4.068958735628183], ['Boston', 1.8210706652910222], ['Seattle', 4.703991957332046], ['Seattle', 4.941883628239665], ['Boston', 2.4567895284500745], ['Boston', 1.8370862712773965], ['Boston', 1.4317290104931644], ['Boston', 1.9732624843677695], ['Boston', 2.014821257765062]]
[['New York City', 0.9999106831846265], ['Seattle', 4.33394546104597], ['Seattle', 5.020615292364698], ['Washington D.C.', 2.7410085454029414], ['Washington D.C.', 3.249834816064938], ['Washington D.C.', 3.248653260147846], ['Washington D.C.', 2.602493527470985], ['Washington D.C.', 2.6037350122929994], ['Washington D.C.', 2.8079039271999777], ['Seattle', 5.257943684376403]]
[['Washington D.C.', 3.380778545919457], ['Washington D.C.', 2.6598084831690505], ['Washington D.C.', 4.0072816561538875], ['New York City', 0.7261693122151622], ['New York City', 1.4404471953402773], ['Washington D.C.', 3.2884272089882423], ['Washington D.C.', 3.0545788110861194], ['Philapedia', 4.0866293606901465], ['Washington D.C.', 2.9012893275744527], ['Washington D.C.', 2.5360272535416946]]
[['Boston', 1.3759116119944954], ['Boston', 2.0974249552154527], ['Boston', 2.3898492485861715], ['Boston', 1.937516148473378], ['Boston', 1.78582151239568], ['New York City', 0.8243941235320376], ['Philapedia', 4.333159300438432], ['New York City', 0.8845056938832864], ['Philapedia', 3.9562431935860536], ['Seattle', 4.935806159209247]]
[['Philapedia', 4.459542255324386], ['Seattle', 4.858994719501818], ['Boston', 2.1160248720669146], ['Philapedia', 4.476484183589574], ['Boston', 1.850307641926927], ['Philapedia', 4.176927953558931], ['Boston', 1.8271539337460245], ['Boston', 2.033630665435702], ['Boston', 2.361690395344513], ['Philapedia', 3.7224026232105976]]
[['New York City', 1.4253785886251367], ['New York City', 0.5979492681454477], ['New York City', 1.0050673569442985], ['Philapedia', 4.235476109903093], ['New York City', 1.329679921520592], ['Washington D.C.', 3.2626008236800756], ['New York City', 1.0179063167710494], ['Washington D.C.', 3.1788136285965765], ['Boston', 2.2193089231452157], ['New York City', 1.0065625335407256]]
